5S_rRNA	0.633317538266944	0.314494355462152
7SK	0.0110914058661877	0.981675052579084
A1BG	0.237475504744342	0.275728185864666
A1BG-AS1	0.0363065341496496	0.90024558023406
A1CF	0.992075343334929	NA
A2M	0.30926503787438	0.405263348537029
A2M-AS1	-0.370777363539701	0.360119673346077
A2ML1	0.756037587434417	0.249567396755132
A2ML1-AS1	-0.107055459126321	NA
A2MP1	-0.131185181569235	0.781496298888406
A3GALT2	-0.456020521479558	NA
A4GALT	-0.67011704480347	0.44992093313363
A4GNT	-0.376143000536159	NA
AAAS	0.119250301058852	0.328131371751041
AACS	0.12956706593302	0.344208006912992
AADAT	0.091443159224263	NA
AAED1	-0.0923766752973346	0.662688048684009
AAGAB	-0.0168243211525865	0.913583774268802
AAK1	0.599627959087163	0.045166541080334
AAMDC	0.356377534741724	0.0557781092635369
AAMP	0.00709000321457077	0.968090125652677
AANAT	-0.0867280654253744	0.807269860357921
AAR2	-0.158196204488522	0.305176308408698
AARD	-0.201488551299779	NA
AARS	-0.0213759817428106	0.912361903975635
AARS2	-0.185857696472531	0.155726447316173
AARSD1	0.122831718520108	0.405869068024398
AASDH	0.0215860949723192	0.931522640188254
AASDHPPT	-0.17015903338763	0.612796748677588
AASS	-0.397530316997879	0.272976705048355
AATBC	0.0793215270835351	0.882731543345043
AATF	0.375791321371086	0.0946028554994182
AATK	0.0955673807813541	0.849526676596915
AATK-AS1	0.412194071028461	NA
AB015752.1	1.79879572942973	NA
ABALON	0.0900254924909715	0.885424904969718
ABAT	0.083538356698534	0.668481236410232
ABBA01000935.2	-1.42778190427824	NA
ABBA01006766.1	0.492380315741899	NA
ABBA01031660.1	1.21417914044747	NA
ABBA01031661.1	0.00135382015169603	NA
ABBA01031663.1	-0.0568748479096896	NA
ABBA01031674.1	-0.314741186021846	0.658209530980866
ABBA01040607.1	0.102831413900234	0.929806760834174
ABCA1	-0.164389026070484	0.710110993342454
ABCA10	0.187426704767729	0.610073153341127
ABCA11P	-0.265098787431128	0.480071430036406
ABCA12	0.400351156265538	NA
ABCA13	0.416049274243396	0.482977444208249
ABCA17P	-0.225759113124729	0.566934012319216
ABCA2	-0.386924193614104	0.0146295770773863
ABCA3	-0.178306195239307	0.180516307144552
ABCA4	-0.230888388979525	NA
ABCA5	-0.201282056967403	0.382722714123635
ABCA6	0.457807830666939	0.283910081715948
ABCA7	0.168623311015636	0.339215872097261
ABCA8	0.110639576948462	NA
ABCA9	-0.0200162714963123	0.982364968883686
ABCA9-AS1	0.4935880598997	NA
ABCB1	-0.270746113210614	0.211019561412986
ABCB10	-0.188777513629614	0.466436064201676
ABCB10P1	-0.565712454487498	NA
ABCB10P3	-0.537352834123265	0.468950544545719
ABCB10P4	0.660130717442981	NA
ABCB11	0.453963302931176	NA
ABCB4	0.155052776213333	0.763756357248262
ABCB5	0.320599892808441	0.680446532328587
ABCB6	0.354260943766365	0.155726447316173
ABCB7	0.00437272959321577	0.976237729603165
ABCB8	-0.0139773119978095	0.945699629141944
ABCB9	0.219733154581484	0.474242953026523
ABCC1	-0.139671866881294	0.4463404550492
ABCC10	-0.0961695164312972	0.277719888868648
ABCC11	-0.202393253268074	NA
ABCC13	1.36530816964871	0.202772657058221
ABCC2	-0.151680482562053	0.537100177082227
ABCC3	0.734965347115865	0.106933307248889
ABCC4	0.420603608980085	0.294179176456055
ABCC5	-0.0367874191956981	0.812356204822932
ABCC5-AS1	0.458882138321383	NA
ABCC6	0.460295287068456	0.125356998346277
ABCC6P1	0.489991307671406	NA
ABCC6P2	0.494341712160176	NA
ABCC8	1.24645610183916	NA
ABCC9	0.631802294677853	NA
ABCD1	0.053743214431526	0.816047773179855
ABCD1P2	0.903896631773807	NA
ABCD2	-0.154134295777919	0.706905415005815
ABCD3	-0.123251643870936	0.558718298493166
ABCD4	-0.118461561090746	0.379244614519892
ABCE1	-0.115077012252318	0.700368204599696
ABCF1	0.336244635043822	0.106773702646481
ABCF2	-0.0111440563417271	0.936587594652873
ABCF2P1	0.00445758405705874	0.992223500763492
ABCF3	-0.0139728716127833	0.925465226463986
ABCG1	-0.13594743847525	0.575993158892771
ABCG2	0.0988813667415235	0.92520767752492
ABCG4	-1.48933253340036	NA
ABCG5	0.526531209404394	NA
ABCG8	0.512844277785295	NA
ABHD1	0.114690126724949	0.718832294920882
ABHD10	-0.0435560864756296	0.800437201447386
ABHD11	0.0411690141554491	0.862641157943299
ABHD11-AS1	0.0988860567555625	0.914820157877226
ABHD12	-0.00681785374308793	0.968842679054902
ABHD12B	0.789555796858291	0.148900888735228
ABHD13	-0.0135591776582655	0.967661069352777
ABHD14A	-0.120098574558313	0.368066131074229
ABHD14A-ACY1	0.0567467744003294	0.916880341200271
ABHD14B	-0.00556709748825407	0.981095080940063
ABHD15	-0.229707154959193	0.25490393820443
ABHD15-AS1	1.87406593420076	0.34625472859722
ABHD16A	-0.0785389875773932	0.606019372302406
ABHD16B	-0.430979908889573	0.737123041412945
ABHD17A	-0.174722539422648	0.126905402435093
ABHD17AP1	-0.283996236397991	0.168206042837019
ABHD17AP3	-0.504964198824251	0.0926423314905622
ABHD17AP4	-0.21484451890465	0.588791123207935
ABHD17AP5	-0.474798523793511	0.553715143770193
ABHD17AP6	-0.0335763113741337	0.975904257603064
ABHD17B	-0.157021927906132	0.448282905303096
ABHD17C	-0.163635873482624	0.60658341343423
ABHD18	0.12989096669437	0.462484650135036
ABHD2	-0.0109870507017358	0.974333149046271
ABHD3	-0.291012275361096	0.109495452405769
ABHD4	0.0869833867952907	0.727702261233794
ABHD5	0.0962071654137568	0.728535449490319
ABHD6	-0.301036767320095	0.170769953702068
ABHD8	0.184282943896474	0.222307182578717
ABI1	-0.125221288796569	0.442643305751329
ABI1P1	0.091442886087525	NA
ABI2	0.168761651288657	0.244685378521251
ABI3	-0.167751448998747	0.506441451389207
ABI3BP	-0.422524857421547	NA
ABL1	-0.151090451728779	0.303676341409129
ABL2	0.114224074733117	0.416116342885708
ABLIM1	-0.0274849861499511	0.938203401669158
ABLIM2	0.000446014618567808	0.999131838698965
ABLIM3	1.04706329649551	0.0677622201677514
ABO	0.420579215543796	0.653006547710546
ABR	-0.116319639411681	0.381710269701795
ABRA	-0.267502181913618	NA
ABRACL	-0.0406807600825346	0.863004963010752
ABRAXAS1	-0.0943681512173792	0.742562689823666
ABRAXAS2	-0.0775483080257501	0.701994674631878
ABT1	-0.191887757004341	0.12904318091354
ABT1P1	-0.142510240998953	NA
ABTB1	0.218709844045014	0.0957322687237553
ABTB2	-0.12925456792322	0.609770801816257
AC000032.1	1.45029173578762	0.00929749447927573
AC000036.1	0.265157904670562	NA
AC000041.1	1.44973178249268	NA
AC000041.2	0.645672775756606	NA
AC000068.1	0.0311379288762219	0.951447306674529
AC000068.2	0.229306907596725	0.544107381125617
AC000068.3	0.464130017732463	NA
AC000078.1	-0.464527504017952	0.328199517332895
AC000081.1	-0.117498225268018	NA
AC000089.1	0.150678786771741	0.789608394666257
AC000095.1	-1.1235099483048	0.260212394441575
AC000120.1	-0.532128421924606	0.358687245323293
AC000123.1	-0.0360640776265839	NA
AC000123.2	-0.359681690245848	0.261157603697538
AC000123.3	-0.371035570649386	0.172131892859267
AC000367.1	0.767482028933084	NA
AC000403.1	0.552663278911821	0.349744130964884
AC001226.1	0.0827947574222066	NA
AC001226.2	-0.120906771453901	0.800139317563979
AC002044.1	-0.933699455087914	NA
AC002044.2	0.26559672518888	0.623477020206706
AC002044.3	-0.560120597621699	NA
AC002056.1	-0.122379890191614	0.466200226296697
AC002059.1	0.0401906469143238	0.952594526109027
AC002069.1	-0.12942858160477	NA
AC002070.1	1.43408280108618	0.043360488900513
AC002075.2	-0.272269603402463	0.60769635205296
AC002076.1	0.0914407536222809	NA
AC002076.2	0.895469577151193	NA
AC002091.1	0.105737710149515	0.813546903499038
AC002091.2	0.178548333819242	0.732146527870524
AC002094.1	0.568577772045219	NA
AC002094.2	3.96088674387161	NA
AC002094.3	2.32492358394584	NA
AC002094.4	-0.121205466714522	0.769688802955335
AC002094.5	0.0267865638759015	0.957747671123802
AC002115.1	-0.41684126477509	NA
AC002116.1	-0.168746942995301	0.672681390239962
AC002116.2	0.158044149373735	0.711051256506015
AC002128.1	-0.12683457977402	0.64571546006625
AC002128.2	0.631326739418665	0.249567396755132
AC002306.1	-0.302148608433735	0.595378194306896
AC002310.1	0.236953266831199	0.311519527811903
AC002310.2	0.434959757950393	0.676983290081913
AC002310.3	-0.0541313021215823	NA
AC002310.4	0.0134574614007332	NA
AC002310.5	-0.520414287567951	0.73344615960237
AC002310.6	0.222126520783921	0.507560919862125
AC002347.1	-0.0510194852113739	0.942242532716377
AC002347.2	0.440564565384363	NA
AC002350.1	0.129297306845124	0.742903702256665
AC002350.2	0.741629416559323	0.0217051140129345
AC002351.1	0.994354237566162	0.0721477060127384
